dataZone,councilArea,SIMD2020CrimeDomainRank,crimeCount,crimeRate
S01012817,South Lanarkshire,6475,*,*
S01012818,South Lanarkshire,5101,8,101
S01012819,South Lanarkshire,210,72,999
S01012820,South Lanarkshire,3959,41,164
S01012821,South Lanarkshire,4143,12,152
S01012822,South Lanarkshire,357,45,811
S01012823,South Lanarkshire,5137,9,99
S01012824,South Lanarkshire,4233,9,147
S01012825,South Lanarkshire,182,46,1052
S01012826,South Lanarkshire,3348,12,204
S01012827,South Lanarkshire,4380,10,139
S01012828,South Lanarkshire,6072,5,55
S01012829,South Lanarkshire,1567,30,389
S01012830,South Lanarkshire,4904,8,112
S01012831,South Lanarkshire,5460,5,83
S01012832,South Lanarkshire,3496,11,194
S01012833,South Lanarkshire,1808,26,351
S01012834,South Lanarkshire,2173,20,307
S01012835,South Lanarkshire,1769,31,358
S01012836,South Lanarkshire,5476,6,82
S01012837,South Lanarkshire,2353,20,289
S01012838,South Lanarkshire,1971,31,331
S01012839,South Lanarkshire,5113,6,100
S01012840,South Lanarkshire,5554,7,79
S01012841,South Lanarkshire,4253,8,146
S01012842,South Lanarkshire,3156,9,217
S01012843,South Lanarkshire,4824,11,116
S01012844,South Lanarkshire,6796.5,*,*
S01012845,South Lanarkshire,2499,21,270
S01012846,South Lanarkshire,433,68,755
S01012847,South Lanarkshire,4553,7,130
S01012848,South Lanarkshire,6814,*,*
S01012849,South Lanarkshire,2596,17,262
S01012850,South Lanarkshire,1653,28,373
S01012851,South Lanarkshire,4379,11,139
S01012852,South Lanarkshire,5056,7,103
S01012853,South Lanarkshire,5240,7,94
S01012854,South Lanarkshire,5294,7,91
S01012855,South Lanarkshire,2650.5,15,258
S01012856,South Lanarkshire,877,40,538
S01012857,South Lanarkshire,1760,31,359
S01012858,South Lanarkshire,1793,24,354
S01012859,South Lanarkshire,864,58,542
S01012860,South Lanarkshire,4348,14,140
S01012861,South Lanarkshire,2344,18,289
S01012862,South Lanarkshire,110,70,1253
S01012863,South Lanarkshire,122,82,1211
S01012864,South Lanarkshire,215,71,992
S01012865,South Lanarkshire,4948,8,109
S01012866,South Lanarkshire,2147,23,310
S01012867,South Lanarkshire,880,36,537
S01012868,South Lanarkshire,563,39,671
S01012869,South Lanarkshire,484,42,720
S01012870,South Lanarkshire,4436,12,136
S01012871,South Lanarkshire,4858,9,114
S01012872,South Lanarkshire,3839,12,171
S01012873,South Lanarkshire,1685,27,369
S01012874,South Lanarkshire,4337,10,141
S01012875,South Lanarkshire,1539,22,393
S01012876,South Lanarkshire,2370,21,287
S01012877,South Lanarkshire,3445,13,197
S01012878,South Lanarkshire,1916,41,338
S01012879,South Lanarkshire,2031,22,323
S01012880,South Lanarkshire,4622,11,127
S01012881,South Lanarkshire,6522,3,32
S01012882,South Lanarkshire,2872,14,240
S01012883,South Lanarkshire,507,42,701
S01012884,South Lanarkshire,728,28,583
S01012885,South Lanarkshire,219,44,989
S01012886,South Lanarkshire,6340,3,42
S01012887,South Lanarkshire,6337,3,42
S01012888,South Lanarkshire,5937,5,61
S01012889,South Lanarkshire,4935,12,110
S01012890,South Lanarkshire,3647,15,184
S01012891,South Lanarkshire,1673,21,371
S01012892,South Lanarkshire,2380,35,286
S01012893,South Lanarkshire,1353,33,426
S01012894,South Lanarkshire,6029,12,57
S01012895,South Lanarkshire,776,31,565
S01012896,South Lanarkshire,4848,9,115
S01012897,South Lanarkshire,5357,5,88
S01012898,South Lanarkshire,6928,*,*
S01012899,South Lanarkshire,1701,18,367
S01012900,South Lanarkshire,1029,51,494
S01012901,South Lanarkshire,4454,9,135
S01012902,South Lanarkshire,5121,7,100
S01012903,South Lanarkshire,4333,11,141
S01012904,South Lanarkshire,1727,28,364
