dataZone,councilArea,SIMD2020CrimeDomainRank,crimeCount,crimeRate
S01008021,East Ayrshire,6074,3,54
S01008022,East Ayrshire,6593,*,*
S01008023,East Ayrshire,6807,*,*
S01008024,East Ayrshire,5026,11,104
S01008025,East Ayrshire,6767,*,*
S01008026,East Ayrshire,6082,5,54
S01008027,East Ayrshire,460,41,737
S01008028,East Ayrshire,6755,*,*
S01008029,East Ayrshire,4070,24,157
S01008030,East Ayrshire,2611,26,260
S01008031,East Ayrshire,2680,22,256
S01008032,East Ayrshire,5743,6,70
S01008033,East Dunbartonshire,3619,15,186
S01008034,East Dunbartonshire,6100,4,53
S01008035,East Dunbartonshire,6091,3,54
S01008036,East Dunbartonshire,6773,*,*
S01008037,East Dunbartonshire,3364,20,203
S01008038,East Dunbartonshire,4820,9,116
S01008039,East Dunbartonshire,6010,5,58
S01008040,East Dunbartonshire,5683,6,73
S01008041,East Dunbartonshire,4486,9,134
S01008042,East Dunbartonshire,3464,12,196
S01008043,East Dunbartonshire,6209,5,48
S01008044,East Dunbartonshire,6123,5,52
S01008045,East Dunbartonshire,4489,14,134
S01008046,East Dunbartonshire,1611,33,381
S01008047,East Dunbartonshire,5949,4,61
S01008048,East Dunbartonshire,4749,7,120
S01008049,East Dunbartonshire,4928,9,110
S01008050,East Dunbartonshire,4194,9,150
S01008051,East Dunbartonshire,5036,9,104
S01008052,East Dunbartonshire,3921,14,166
S01008053,East Dunbartonshire,5094,6,101
S01008054,East Dunbartonshire,4463,12,135
S01008055,East Dunbartonshire,5800,8,67
S01008056,East Dunbartonshire,5575,6,78
S01008057,East Dunbartonshire,6037,5,57
S01008058,East Dunbartonshire,5539,7,80
S01008059,East Dunbartonshire,6299,3,44
S01008060,East Dunbartonshire,5220,8,95
S01008061,East Dunbartonshire,5639,9,75
S01008062,East Dunbartonshire,5984,5,59
S01008063,East Dunbartonshire,6049,5,56
S01008064,East Dunbartonshire,3610,13,186
S01008065,East Dunbartonshire,6526,3,32
S01008066,East Dunbartonshire,4227,14,148
S01008067,East Dunbartonshire,5140,7,99
S01008068,East Dunbartonshire,5371,9,87
S01008069,East Dunbartonshire,3948,15,165
S01008070,East Dunbartonshire,6304,4,44
S01008071,East Dunbartonshire,4186,10,150
S01008072,East Dunbartonshire,4827,10,116
S01008073,East Dunbartonshire,2998,10,228
S01008074,East Dunbartonshire,4146,16,152
S01008075,East Dunbartonshire,3641,11,184
S01008076,East Dunbartonshire,3563,12,189
S01008077,East Dunbartonshire,4043,13,158
S01008078,East Dunbartonshire,6233,4,47
S01008079,East Dunbartonshire,4111,14,154
S01008080,East Dunbartonshire,4029,11,159
S01008081,East Dunbartonshire,4493,8,134
S01008082,East Dunbartonshire,4381,12,139
S01008083,East Dunbartonshire,6324.5,3,43
S01008084,East Dunbartonshire,5736,6,70
S01008085,East Dunbartonshire,4734,11,121
S01008086,East Dunbartonshire,3762,18,177
S01008087,East Dunbartonshire,6419,3,38
S01008088,East Dunbartonshire,6661,*,*
S01008089,East Dunbartonshire,5914,4,63
S01008090,East Dunbartonshire,6360,3,41
S01008091,East Dunbartonshire,5975,*,*
S01008092,East Dunbartonshire,5595,7,77
S01008093,East Dunbartonshire,5672,6,73
S01008094,East Dunbartonshire,845,80,545
S01008095,East Dunbartonshire,5129,7,99
S01008096,East Dunbartonshire,6372,3,40
S01008097,East Dunbartonshire,5155,6,98
S01008098,East Dunbartonshire,5770,5,68
S01008099,East Dunbartonshire,35,108,2046
S01008100,East Dunbartonshire,1700,33,367
S01008101,East Dunbartonshire,5195,8,96
S01008102,East Dunbartonshire,5894,5,64
S01008103,East Dunbartonshire,950,35,514
S01008104,East Dunbartonshire,4944,9,110
S01008105,East Dunbartonshire,2964,25,231
S01008106,East Dunbartonshire,3322,16,205
S01008107,East Dunbartonshire,5472,12,82
S01008108,East Dunbartonshire,6324.5,3,43
S01008109,East Dunbartonshire,6249,4,46
S01008110,East Dunbartonshire,6424,3,37
S01008111,East Dunbartonshire,5298,8,91
S01008112,East Dunbartonshire,6818,*,*
S01008113,East Dunbartonshire,5865,6,65
S01008114,East Dunbartonshire,5577,5,78
S01008115,East Dunbartonshire,5470,7,82
S01008116,East Dunbartonshire,5530,7,80
S01008117,East Dunbartonshire,5816,5,67
S01008118,East Dunbartonshire,4069,14,157
S01008119,East Dunbartonshire,5943,4,61
S01008120,East Dunbartonshire,3090,13,221
S01008121,East Dunbartonshire,5560,5,79
S01008122,East Dunbartonshire,6577,*,*
S01008123,East Dunbartonshire,6456,3,36
S01008124,East Dunbartonshire,6835,*,*
S01008125,East Dunbartonshire,5781,6,68
S01008126,East Dunbartonshire,6338,3,42
S01008127,East Dunbartonshire,5339,7,89
S01008128,East Dunbartonshire,5183,8,97
S01008129,East Dunbartonshire,3378,18,202
S01008130,East Dunbartonshire,1716,34,365
S01008131,East Dunbartonshire,2434,23,279
S01008132,East Dunbartonshire,6457,4,35
S01008133,East Dunbartonshire,1022,30,496
S01008134,East Dunbartonshire,254,55,929
S01008135,East Dunbartonshire,721,63,586
S01008136,East Dunbartonshire,1325,35,431
S01008137,East Dunbartonshire,1366,37,424
S01008138,East Dunbartonshire,2865,21,240
S01008139,East Dunbartonshire,2081,30,318
S01008140,East Dunbartonshire,1119,29,474
S01008141,East Dunbartonshire,6623,*,*
S01008142,East Dunbartonshire,5336,7,89
S01008143,East Dunbartonshire,2635,24,258
S01008144,East Dunbartonshire,5068,25,102
S01008145,East Dunbartonshire,3514,17,193
S01008146,East Dunbartonshire,2586,13,263
S01008147,East Dunbartonshire,5835,5,66
S01008148,East Dunbartonshire,2839,17,242
S01008149,East Dunbartonshire,4802,8,117
S01008150,East Dunbartonshire,3818,15,173
S01008151,East Dunbartonshire,3894,11,167
S01008152,East Dunbartonshire,4305,14,143
S01008153,East Dunbartonshire,6854,*,*
S01008154,East Dunbartonshire,5819,5,67
S01008155,East Dunbartonshire,5985,4,59
S01008156,East Dunbartonshire,6073,5,54
S01008157,East Dunbartonshire,6182,4,49
S01008158,East Dunbartonshire,6787,*,*
S01008159,East Dunbartonshire,960,47,510
S01008160,East Dunbartonshire,3169,22,216
S01008161,East Dunbartonshire,3946,17,165
S01008162,East Dunbartonshire,4875,12,114
S01008163,East Lothian,3321,17,206
S01008164,East Lothian,2164,52,308
S01008165,East Lothian,4569,15,130
S01008166,East Lothian,2232,16,300
S01008167,East Lothian,2584,18,263
S01008168,East Lothian,3050,20,224
S01008169,East Lothian,3667,14,183
S01008170,East Lothian,6750,*,*
S01008171,East Lothian,2227,22,301
S01008172,East Lothian,4619,7,127
S01008173,East Lothian,6241,3,47
S01008174,East Lothian,2905,11,237
S01008175,East Lothian,2761,18,249
S01008176,East Lothian,805,43,556
S01008177,East Lothian,2676,19,256
S01008178,East Lothian,6482,*,*
S01008179,East Lothian,6027,3,57
S01008180,East Lothian,4989,5,106
S01008181,East Lothian,3828,11,172
S01008182,East Lothian,1854,33,346
S01008183,East Lothian,3320,13,206
S01008184,East Lothian,540,55,684
S01008185,East Lothian,1248,42,447
S01008186,East Lothian,1093,45,480
S01008187,East Lothian,1638,25,376
S01008188,East Lothian,1515,36,399
S01008189,East Lothian,2216,17,302
S01008190,East Lothian,2720,21,252
S01008191,East Lothian,2975,14,230
S01008192,East Lothian,172,89,1073
S01008193,East Lothian,5696,6,72
S01008194,East Lothian,2218,19,302
S01008195,East Lothian,1944,26,334
S01008196,East Lothian,1827,34,349
S01008197,East Lothian,4098,23,155
S01008198,East Lothian,1075,35,484
S01008199,East Lothian,1629,29,378
S01008200,East Lothian,1616,23,380
S01008201,East Lothian,2715,20,253
S01008202,East Lothian,3213,12,213
S01008203,East Lothian,225,59,979
S01008204,East Lothian,938,46,519
S01008205,East Lothian,3388,13,201
S01008206,East Lothian,3634,12,185
S01008207,East Lothian,2955,14,233
S01008208,East Lothian,3296,18,207
S01008209,East Lothian,6449,*,*
S01008210,East Lothian,4357,13,140
S01008211,East Lothian,2400,23,282
S01008212,East Lothian,6441,*,*
S01008213,East Lothian,5676,7,73
S01008214,East Lothian,2111,22,315
S01008215,East Lothian,4213,10,149
S01008216,East Lothian,6700,*,*
S01008217,East Lothian,1786,19,355
S01008218,East Lothian,1668,59,372
S01008219,East Lothian,1555,41,391
S01008220,East Lothian,2612,16,260
S01008221,East Lothian,536,49,685
S01008222,East Lothian,1806,25,352
S01008223,East Lothian,3637,11,185
S01008224,East Lothian,4693,10,123
S01008225,East Lothian,2487,18,272
S01008226,East Lothian,836,40,549
S01008227,East Lothian,1311,36,434
S01008228,East Lothian,1875,22,344
S01008229,East Lothian,1961,22,332
S01008230,East Lothian,6121,4,52
S01008231,East Lothian,5337,7,89
S01008232,East Lothian,3600,16,187
S01008233,East Lothian,3482,13,195
S01008234,East Lothian,4370,6,139
S01008235,East Lothian,4494,11,134
S01008236,East Lothian,3886,13,168
S01008237,East Lothian,3843,14,171
S01008238,East Lothian,4555,10,130
S01008239,East Lothian,4157,16,152
S01008240,East Lothian,5944,5,61
S01008241,East Lothian,5563,5,79
S01008242,East Lothian,4024,14,159
S01008243,East Lothian,6272,4,45
S01008244,East Lothian,5170,6,98
S01008245,East Lothian,4608,12,127
S01008246,East Lothian,6128,5,52
S01008247,East Lothian,6638,*,*
S01008248,East Lothian,4711,11,122
S01008249,East Lothian,3876,15,169
S01008250,East Lothian,6135,6,52
S01008251,East Lothian,6210,4,48
S01008252,East Lothian,5662,6,74
S01008253,East Lothian,3925,13,166
S01008254,East Lothian,3965,16,164
S01008255,East Lothian,5771,5,68
S01008256,East Lothian,2458,22,276
S01008257,East Lothian,1398,30,418
S01008258,East Lothian,5013,8,105
S01008259,East Lothian,636,52,624
S01008260,East Lothian,2124,25,313
S01008261,East Lothian,5251,8,93
S01008262,East Lothian,4667,8,125
S01008263,East Lothian,5591,5,77
S01008264,East Lothian,6312,3,43
S01008265,East Lothian,5462,6,83
S01008266,East Lothian,6247,3,46
S01008267,East Lothian,5422,8,85
S01008268,East Lothian,6011,5,58
S01008269,East Lothian,6862,*,*
S01008270,East Lothian,5687,6,72
S01008271,East Lothian,3832,11,172
S01008272,East Lothian,5901,10,63
S01008273,East Lothian,3099,18,221
S01008274,East Lothian,5649,5,74
S01008275,East Lothian,2888,12,238
S01008276,East Lothian,6722,*,*
S01008277,East Lothian,3917,8,166
S01008278,East Lothian,6859,*,*
S01008279,East Lothian,5116,7,100
S01008280,East Lothian,5075,10,102
S01008281,East Lothian,6821,*,*
S01008282,East Lothian,4738,9,121
S01008283,East Lothian,6006,3,58
S01008284,East Lothian,6285,8,44
S01008285,East Lothian,3130,17,219
S01008286,East Lothian,3867,12,170
S01008287,East Lothian,4382,12,139
S01008288,East Lothian,5234,8,94
S01008289,East Lothian,2086,19,318
S01008290,East Lothian,5091,9,101
S01008291,East Lothian,6052,4,56
S01008292,East Lothian,4096,13,155
S01008293,East Lothian,5836,4,66
S01008294,East Lothian,6071,5,55
S01008295,East Renfrewshire,6013,5,58
S01008296,East Renfrewshire,855,34,544
S01008297,East Renfrewshire,3908,14,167
S01008298,East Renfrewshire,4435,10,136
S01008299,East Renfrewshire,1502,32,400
S01008300,East Renfrewshire,1021,39,496
S01008301,East Renfrewshire,3457,15,196
S01008302,East Renfrewshire,5660,6,74
S01008303,East Renfrewshire,2460,13,276
S01008304,East Renfrewshire,1298,20,436
S01008305,East Renfrewshire,6830,*,*
S01008306,East Renfrewshire,6928,*,*
S01008307,East Renfrewshire,6533,*,*
S01008308,East Renfrewshire,6928,*,*
S01008309,East Renfrewshire,1581,29,386
S01008310,East Renfrewshire,933,47,520
S01008311,East Renfrewshire,1428,15,414
S01008312,East Renfrewshire,2493,13,271
S01008313,East Renfrewshire,1316,36,433
S01008314,East Renfrewshire,2185,19,305
S01008315,East Renfrewshire,269,62,899
S01008316,East Renfrewshire,964,32,509
S01008317,East Renfrewshire,1599,33,382
S01008318,East Renfrewshire,5002,12,106
S01008319,East Renfrewshire,6308,3,44
S01008320,East Renfrewshire,2877,14,239
S01008321,East Renfrewshire,6719,*,*
S01008322,East Renfrewshire,1778,37,356
S01008323,East Renfrewshire,1308,34,434
S01008324,East Renfrewshire,2606,16,261
S01008325,East Renfrewshire,3026,19,226
S01008326,East Renfrewshire,2890,24,238
S01008327,East Renfrewshire,2898,21,238
S01008328,East Renfrewshire,2830,65,243
S01008329,East Renfrewshire,5995,5,59
S01008330,East Renfrewshire,4554,11,130
S01008331,East Renfrewshire,6772,*,*
S01008332,East Renfrewshire,3548,18,190
S01008333,East Renfrewshire,3700,18,181
S01008334,East Renfrewshire,4986,11,107
S01008335,East Renfrewshire,5214,7,95
S01008336,East Renfrewshire,2542,17,266
S01008337,East Renfrewshire,6370,4,40
S01008338,East Renfrewshire,5870,6,65
S01008339,East Renfrewshire,6928,*,*
S01008340,East Renfrewshire,5622,6,76
S01008341,East Renfrewshire,5912,4,63
S01008342,East Renfrewshire,2919,20,236
S01008343,East Renfrewshire,5806,6,67
S01008344,East Renfrewshire,4649,11,125
S01008345,East Renfrewshire,5593,8,77
S01008346,East Renfrewshire,4755,12,120
S01008347,East Renfrewshire,5989,6,59
S01008348,East Renfrewshire,6388,3,39
S01008349,East Renfrewshire,6229,4,47
S01008350,East Renfrewshire,2808,14,245
S01008351,East Renfrewshire,6679,*,*
S01008352,East Renfrewshire,5678,5,73
S01008353,East Renfrewshire,6928,*,*
S01008354,East Renfrewshire,2699,27,254
S01008355,East Renfrewshire,5311,6,91
S01008356,East Renfrewshire,5821,4,67
S01008357,East Renfrewshire,6042,4,57
S01008358,East Renfrewshire,1507,28,400
S01008359,East Renfrewshire,5427,6,84
S01008360,East Renfrewshire,5694,6,72
S01008361,East Renfrewshire,2649,21,258
S01008362,East Renfrewshire,5846,7,65
S01008363,East Renfrewshire,5038,8,104
S01008364,East Renfrewshire,6393,3,39
S01008365,East Renfrewshire,4806,8,117
S01008366,East Renfrewshire,5203,9,96
S01008367,East Renfrewshire,1630,28,378
S01008368,East Renfrewshire,5938,4,61
S01008369,East Renfrewshire,3940,9,165
S01008370,East Renfrewshire,3334,15,205
S01008371,East Renfrewshire,6119,4,52
S01008372,East Renfrewshire,6166,4,50
S01008373,East Renfrewshire,6158,4,50
S01008374,East Renfrewshire,5118,7,100
S01008375,East Renfrewshire,6429,3,37
S01008376,East Renfrewshire,4908,6,112
S01008377,East Renfrewshire,4527,10,132
S01008378,East Renfrewshire,4072,16,156
S01008379,East Renfrewshire,3405,11,200
S01008380,East Renfrewshire,5700,5,72
S01008381,East Renfrewshire,6217,3,48
S01008382,East Renfrewshire,6469,3,35
S01008383,East Renfrewshire,2017,16,325
S01008384,East Renfrewshire,2340,28,290
S01008385,East Renfrewshire,2266,20,296
S01008386,East Renfrewshire,4005,14,160
S01008387,East Renfrewshire,4009,9,160
S01008388,East Renfrewshire,5531,5,80
S01008389,East Renfrewshire,6567,*,*
S01008390,East Renfrewshire,6160,3,50
S01008391,East Renfrewshire,4818,9,116
S01008392,East Renfrewshire,4679,11,124
S01008393,East Renfrewshire,4149,13,152
S01008394,East Renfrewshire,6681,*,*
S01008395,East Renfrewshire,4936,6,110
S01008396,East Renfrewshire,4342,9,141
S01008397,East Renfrewshire,6504,3,33
S01008398,East Renfrewshire,4810,7,117
S01008399,East Renfrewshire,4894,6,113
S01008400,East Renfrewshire,5983,4,60
S01008401,East Renfrewshire,5160,9,98
S01008402,East Renfrewshire,3879,18,169
S01008403,East Renfrewshire,4175,9,151
S01008404,East Renfrewshire,4287,14,144
S01008405,East Renfrewshire,4434,11,136
S01008406,East Renfrewshire,3666,19,183
S01008407,East Renfrewshire,4835,6,116
S01008408,East Renfrewshire,5328,6,90
S01008409,East Renfrewshire,806,50,556
S01008410,East Renfrewshire,2910,16,237
S01008411,East Renfrewshire,4477,8,134
S01008412,East Renfrewshire,6329,3,42
S01008413,East Renfrewshire,1121,25,473
S01008414,East Renfrewshire,4487,6,134
S01008415,East Renfrewshire,1213,38,454
S01008416,East Renfrewshire,2309,26,293
S01008417,City of Edinburgh,5392,6,86
S01008418,City of Edinburgh,5063,7,103
S01008419,City of Edinburgh,3594,10,187
S01008420,City of Edinburgh,4957,5,109
S01008421,City of Edinburgh,2575,23,264
S01008422,City of Edinburgh,5148,6,99
S01008423,City of Edinburgh,5862,7,65
S01008424,City of Edinburgh,6653,*,*
S01008425,City of Edinburgh,6161,19,50
S01008426,City of Edinburgh,4782,7,118
S01008427,City of Edinburgh,6599,3,28
S01008428,City of Edinburgh,4539,9,131
S01008429,City of Edinburgh,3257,20,210
S01008430,City of Edinburgh,2316,24,293
S01008431,City of Edinburgh,4701,10,123
S01008432,City of Edinburgh,4479,9,134
S01008433,City of Edinburgh,4178,12,151
S01008434,City of Edinburgh,3018,21,226
S01008435,City of Edinburgh,2398,22,282
S01008436,City of Edinburgh,5286.5,9,92
S01008437,City of Edinburgh,4766,9,119
S01008438,City of Edinburgh,1937,22,335
S01008439,City of Edinburgh,6330,5,42
S01008440,City of Edinburgh,4522,13,132
S01008441,City of Edinburgh,5412,4,85
S01008442,City of Edinburgh,4556,9,130
S01008443,City of Edinburgh,2795,15,246
S01008444,City of Edinburgh,3621.5,16,186
S01008445,City of Edinburgh,4237,17,147
S01008446,City of Edinburgh,5967,7,60
S01008447,City of Edinburgh,6060,4,55
S01008448,City of Edinburgh,5541,6,80
S01008449,City of Edinburgh,4158.5,13,152
S01008450,City of Edinburgh,978,33,507
S01008451,City of Edinburgh,237,70,951
S01008452,City of Edinburgh,621,43,629
S01008453,City of Edinburgh,4000,11,161
S01008454,City of Edinburgh,2332,27,291
S01008455,City of Edinburgh,854,54,544
S01008456,City of Edinburgh,561,67,671
S01008457,City of Edinburgh,1082.5,29,482
S01008458,City of Edinburgh,2813,25,245
S01008459,City of Edinburgh,39,154,1967
S01008460,City of Edinburgh,248,77,934
S01008461,City of Edinburgh,133,111,1185
S01008462,City of Edinburgh,1846,20,347
S01008463,City of Edinburgh,459,50,738
S01008464,City of Edinburgh,3045,19,224
S01008465,City of Edinburgh,906,38,526
S01008466,City of Edinburgh,1898,24,340
S01008467,City of Edinburgh,3198,17,214
S01008468,City of Edinburgh,671,34,609
S01008469,City of Edinburgh,1071,32,485
S01008470,City of Edinburgh,2176,27,307
S01008471,City of Edinburgh,876,47,538
S01008472,City of Edinburgh,2298,21,293
S01008473,City of Edinburgh,352,55,816
S01008474,City of Edinburgh,522,57,691
S01008475,City of Edinburgh,205,64,1002
S01008476,City of Edinburgh,1315,33,433
S01008477,City of Edinburgh,2835,19,243
S01008478,City of Edinburgh,1205,38,456
S01008479,City of Edinburgh,673,47,607
S01008480,City of Edinburgh,348,53,822
S01008481,City of Edinburgh,112,203,1251
S01008482,City of Edinburgh,3002,14,228
S01008483,City of Edinburgh,1609,23,381
S01008484,City of Edinburgh,3898,13,167
S01008485,City of Edinburgh,4158.5,13,152
S01008486,City of Edinburgh,639,53,623
S01008487,City of Edinburgh,1009,45,499
S01008488,City of Edinburgh,2073,27,319
S01008489,City of Edinburgh,3677,11,183
S01008490,City of Edinburgh,1106,44,478
S01008491,City of Edinburgh,2659,25,257
S01008492,City of Edinburgh,3915,22,166
S01008493,City of Edinburgh,652,65,616
S01008494,City of Edinburgh,334,85,831
S01008495,City of Edinburgh,2411,27,282
S01008496,City of Edinburgh,2103,32,316
S01008497,City of Edinburgh,3836.5,16,172
S01008498,City of Edinburgh,1572,34,387
S01008499,City of Edinburgh,3273,22,209
S01008500,City of Edinburgh,1191,22,459
S01008501,City of Edinburgh,5282,6,92
S01008502,City of Edinburgh,3235,15,211
S01008503,City of Edinburgh,4367,13,139
S01008504,City of Edinburgh,3420,22,199
S01008505,City of Edinburgh,6336,3,42
S01008506,City of Edinburgh,4927,10,110
S01008507,City of Edinburgh,2966,22,231
S01008508,City of Edinburgh,4821,10,116
S01008509,City of Edinburgh,2906,23,237
S01008510,City of Edinburgh,2937,21,235
S01008511,City of Edinburgh,1633,35,377
S01008512,City of Edinburgh,3797,9,175
S01008513,City of Edinburgh,4880,9,113
S01008514,City of Edinburgh,3346,20,204
S01008515,City of Edinburgh,3624,15,186
S01008516,City of Edinburgh,4496,14,133
S01008517,City of Edinburgh,4919,10,111
S01008518,City of Edinburgh,4907,10,112
S01008519,City of Edinburgh,4950,9,109
S01008520,City of Edinburgh,3895,18,167
S01008521,City of Edinburgh,5126,9,100
S01008522,City of Edinburgh,5152,5,98
S01008523,City of Edinburgh,5520,8,81
S01008524,City of Edinburgh,1699,33,367
S01008525,City of Edinburgh,1033,43,494
S01008526,City of Edinburgh,512,61,697
S01008527,City of Edinburgh,3739,13,178
S01008528,City of Edinburgh,3995.5,11,161
S01008529,City of Edinburgh,3117,16,220
S01008530,City of Edinburgh,595,46,644
S01008531,City of Edinburgh,1744,27,361
S01008532,City of Edinburgh,1663,17,372
S01008533,City of Edinburgh,503,18,707
S01008534,City of Edinburgh,3781,11,176
S01008535,City of Edinburgh,5127,7,99
S01008536,City of Edinburgh,3507,11,193
S01008537,City of Edinburgh,6250,3,46
S01008538,City of Edinburgh,4730,7,121
S01008539,City of Edinburgh,2307,24,293
S01008540,City of Edinburgh,3024,20,226
S01008541,City of Edinburgh,5132,9,99
S01008542,City of Edinburgh,4264,24,145
S01008543,City of Edinburgh,5225.5,7,95
S01008544,City of Edinburgh,5286.5,6,92
S01008545,City of Edinburgh,6662,*,*
S01008546,City of Edinburgh,5320,7,90
S01008547,City of Edinburgh,4943,11,110
S01008548,City of Edinburgh,4996,9,106
S01008549,City of Edinburgh,3297,24,207
S01008550,City of Edinburgh,6631,*,*
S01008551,City of Edinburgh,3081,20,222
S01008552,City of Edinburgh,4124,13,153
S01008553,City of Edinburgh,1706.5,24,366
S01008554,City of Edinburgh,2182,32,306
S01008555,City of Edinburgh,914,56,524
S01008556,City of Edinburgh,1970,26,331
S01008557,City of Edinburgh,450,106,743
S01008558,City of Edinburgh,955,45,511
S01008559,City of Edinburgh,2837,17,243
S01008560,City of Edinburgh,1652,25,374
S01008561,City of Edinburgh,1570,27,388
S01008562,City of Edinburgh,2697,22,254
S01008563,City of Edinburgh,953,44,512
S01008564,City of Edinburgh,5225.5,6,95
S01008565,City of Edinburgh,725,58,586
S01008566,City of Edinburgh,378,84,795
S01008567,City of Edinburgh,1923,27,337
S01008568,City of Edinburgh,1587,30,385
S01008569,City of Edinburgh,229,69,963
S01008570,City of Edinburgh,1230,45,452
S01008571,City of Edinburgh,121,82,1212
S01008572,City of Edinburgh,2863,22,240
S01008573,City of Edinburgh,3737,16,178
S01008574,City of Edinburgh,4485,9,134
S01008575,City of Edinburgh,4686,10,123
S01008576,City of Edinburgh,4449,11,136
S01008577,City of Edinburgh,1395,36,419
S01008578,City of Edinburgh,3152,18,218
S01008579,City of Edinburgh,2574,26,264
S01008580,City of Edinburgh,3651,10,184
S01008581,City of Edinburgh,2098,28,316
S01008582,City of Edinburgh,1639,40,376
S01008583,City of Edinburgh,1942,24,334
S01008584,City of Edinburgh,3270,18,209
S01008585,City of Edinburgh,2109,19,315
S01008586,City of Edinburgh,2243,25,299
S01008587,City of Edinburgh,1058,56,490
S01008588,City of Edinburgh,5727,6,70
S01008589,City of Edinburgh,3278,8,208
S01008590,City of Edinburgh,5133,8,99
S01008591,City of Edinburgh,5018,9,105
S01008592,City of Edinburgh,4674,11,124
S01008593,City of Edinburgh,1517,30,398
S01008594,City of Edinburgh,2688,28,255
S01008595,City of Edinburgh,1344,36,427
S01008596,City of Edinburgh,3167,19,216
S01008597,City of Edinburgh,4521,11,132
S01008598,City of Edinburgh,5611,6,76
S01008599,City of Edinburgh,1268,38,442
S01008600,City of Edinburgh,4304,16,143
S01008601,City of Edinburgh,5413,18,85
S01008602,City of Edinburgh,4726,8,122
S01008603,City of Edinburgh,5486,9,82
S01008604,City of Edinburgh,4798,13,117
S01008605,City of Edinburgh,3789,12,175
S01008606,City of Edinburgh,3335,15,205
S01008607,City of Edinburgh,2781,15,248
S01008608,City of Edinburgh,3697,14,181
S01008609,City of Edinburgh,4794,12,118
S01008610,City of Edinburgh,2713,21,253
S01008611,City of Edinburgh,4495,18,134
S01008612,City of Edinburgh,6056,4,56
S01008613,City of Edinburgh,2559,21,265
S01008614,City of Edinburgh,5457,6,83
S01008615,City of Edinburgh,4181,13,151
S01008616,City of Edinburgh,5540,5,80
S01008617,City of Edinburgh,4826,9,116
S01008618,City of Edinburgh,4722,8,122
S01008619,City of Edinburgh,6357,*,*
S01008620,City of Edinburgh,3743.5,13,178
S01008621,City of Edinburgh,5249,7,93
S01008622,City of Edinburgh,5555,4,79
S01008623,City of Edinburgh,3467,17,196
S01008624,City of Edinburgh,3933,13,165
S01008625,City of Edinburgh,2946,14,234
S01008626,City of Edinburgh,4187,14,150
S01008627,City of Edinburgh,1815,27,351
S01008628,City of Edinburgh,4952,8,109
S01008629,City of Edinburgh,6234,3,47
S01008630,City of Edinburgh,1812,21,351
S01008631,City of Edinburgh,5439.5,8,84
S01008632,City of Edinburgh,967,41,508
S01008633,City of Edinburgh,4210,14,149
S01008634,City of Edinburgh,3032,17,225
S01008635,City of Edinburgh,1913,28,338
S01008636,City of Edinburgh,2140,27,311
S01008637,City of Edinburgh,3743.5,15,178
S01008638,City of Edinburgh,5283,8,92
S01008639,City of Edinburgh,3772,17,176
S01008640,City of Edinburgh,3626,15,185
S01008641,City of Edinburgh,5425,8,85
S01008642,City of Edinburgh,2170,28,307
S01008643,City of Edinburgh,4298,11,143
S01008644,City of Edinburgh,6186,4,49
S01008645,City of Edinburgh,6191,4,48
S01008646,City of Edinburgh,3247,19,211
S01008647,City of Edinburgh,4717,8,122
S01008648,City of Edinburgh,1139,28,468
S01008649,City of Edinburgh,6144,5,51
S01008650,City of Edinburgh,3428,16,198
S01008651,City of Edinburgh,2256,50,298
S01008652,City of Edinburgh,406,44,774
S01008653,City of Edinburgh,1513,32,399
S01008654,City of Edinburgh,1527,37,395
S01008655,City of Edinburgh,1012,45,498
S01008656,City of Edinburgh,2455,19,276
S01008657,City of Edinburgh,1182,34,460
S01008658,City of Edinburgh,2179,46,306
S01008659,City of Edinburgh,553,48,674
S01008660,City of Edinburgh,36,177,2028
S01008661,City of Edinburgh,709,62,591
S01008662,City of Edinburgh,1387,23,420
S01008663,City of Edinburgh,149,109,1135
S01008664,City of Edinburgh,901,43,527
S01008665,City of Edinburgh,1874,49,344
S01008666,City of Edinburgh,2554,29,266
S01008667,City of Edinburgh,354,86,815
S01008668,City of Edinburgh,4421,9,137
S01008669,City of Edinburgh,2245,15,299
S01008670,City of Edinburgh,818,46,552
S01008671,City of Edinburgh,3056,16,224
S01008672,City of Edinburgh,1421,32,415
S01008673,City of Edinburgh,548,125,679
S01008674,City of Edinburgh,51,221,1809
S01008675,City of Edinburgh,394,66,781
S01008676,City of Edinburgh,13,264,3750
S01008677,City of Edinburgh,6,608,7035
S01008678,City of Edinburgh,108,184,1266
S01008679,City of Edinburgh,26,328,2294
S01008680,City of Edinburgh,151,80,1129
S01008681,City of Edinburgh,143,155,1151
S01008682,City of Edinburgh,2125,28,313
S01008683,City of Edinburgh,1429,84,414
S01008684,City of Edinburgh,604,74,637
S01008685,City of Edinburgh,1232,100,451
S01008686,City of Edinburgh,1724,46,364
S01008687,City of Edinburgh,5391,6,86
S01008688,City of Edinburgh,2933,22,235
S01008689,City of Edinburgh,1932,29,336
S01008690,City of Edinburgh,3294,21,207
S01008691,City of Edinburgh,1108,58,478
S01008692,City of Edinburgh,3435,27,198
S01008693,City of Edinburgh,4081,7,156
S01008694,City of Edinburgh,4239.5,13,147
S01008695,City of Edinburgh,1848,24,347
S01008696,City of Edinburgh,6206,3,48
S01008697,City of Edinburgh,3041,23,224
S01008698,City of Edinburgh,1885,17,342
S01008699,City of Edinburgh,3258,18,210
